Referencia;Cant. disponible;Notas ítem;Bodega;LINEA DE NEGOCIO;CLASIFICACION;MARCA;
VTO2000A-F;1.00;MODULO LECTOR DE HUELLA PARA VTO2000A-C, ACERO INOXIDABLE, PROTECCION IP54, IK07,;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0010 - DAHUA                                   ;
VTOB112;4.00;CAJA EMPOTRADA PARA 3 MÓDULOS.;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0010 - DAHUA                                   ;
VTOB113;1.00;CAJA DE MONTAJE EN SUPERFICIAL PARA 2 MÓDULOS.;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0010 - DAHUA                                   ;
VTOB114;1.00;CAJA DE MONTAJE EN SUPERFICIAL PARA 3 MÓDULOS.;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0010 - DAHUA                                   ;
10MF0600;0.00;UPS INTERACTIVA 600VA 240W 3 SALIDAS 120V_x000D_REGULADAS Y CON RESPALDO POR BATERIA 1 BYPASS_x000D_US PLUG;104;06 - ACCESORIOS;0604 - UPS                                     ;0001 - GENERICO                                ;
NUIMN-7273;0.00;UPS INTERACTIVA 1000VA REF. MICRONET1000;104;06 - ACCESORIOS;0604 - UPS                                     ;0008 - NICOMAR                                 ;
2X16CEN;0.00;CABLE DUPLEX 2X16 300V 100M CERTIFICADO;104;06 - ACCESORIOS;0603 - MATERIALES ELECTRICOS                   ;0001 - GENERICO                                ;
8506500000;0.00;"BATERIA DE POLIMERO DE LITIO CON PCB,""3.7V 3100MAH 11.47WH";104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0014 - HEIMAN                                  ;
AM1652400A;0.00;TRANSFORMADOR 16V 40VAC PARA PANEL DE ALARMA;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0001 - GENERICO                                ;
BALUN-VIDEO-CORRIENTE;0.00;VIDEO BALUN PV RJ45 POE 5 MP VIDEO  Y CORRIENTE;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
CAB20VDCBNC;5.00;CABLE EXTENSOR BNC+DC240 DIAMETRO 4 LONGITIUD 20MTS;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
CABLE-BNC-1METRO;5.00;CABLE BNC 1 METRO NEGRO;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
CAJA02-15X15;13.00;CAJA DE PASO DIMESION 15 X 15;104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
"CELSM4.0""B";1.00;"SMARTPHONE 4.0"" TN 400*860 SCREEN 3G WCDMA ANDROI 6.0 DOBLE CAMARA 2MP, FRONT 0.3MP QUAD CORE PROCESSOR 8GB INTERNAL MEMORY 1GB RAM DUAL SIM T-FLASH, BT, FM, WIFI";104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
DH-ADS-65LSI-19-124060G;8.00;FUENTE DE ALIMENTACIÓN 24V - 2,5AMPERIOS, SUGERIDO PARA EL SWITCH VTNS1060A;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0010 - DAHUA                                   ;
DHI-VTNA1040B;5.00;SWITCH POE PARA VIDEO PORTEROS Y MONITORES DAHUA ANALOGOS, MAX 4 MONITORES INTERIORES CON EL CABLE;104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0010 - DAHUA                                   ;
DH-PFA100;1.00;ADAPTADOR EN ALUMINIO PARA EL SOPORTE DE_x000D_MONTAJE EN PARED PARA DOMOS PTZ OJO DE PEZ;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
DH-PFL2106-4ET-96;7.00;SWITCH EPOE 6 PUERTOS, 4FE+1GE+1SFP,NO ADMINISTRABLE, POTENCIA DE 96W,PROTOCOLO POE, POE+, HI-POE,;104;05 - TRANSMISION;0504 - TRANSMISION                             ;0010 - DAHUA                                   ;
DH-PFM113;2.00;MEMORIA MICRO SD 128GB PARA ALMACENAMIENTO TLC, CLASS 10 SUPERIOR, ALTA VELOCIDAD DE TRANSMISIÓN;104;02 - CCTV;0210 - STORAGE                                 ;0010 - DAHUA                                   ;
DH-PFM320D-015;0.00;FUENTE DE ALIMENTACION 12V/1,5A 2 BORNERAS_x000D_COMPATIBLE CON SOPORTE DH-PFB302S;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
DH-PFS3005-4ET-60-V2;0.00;PFS3005-4ET-60-V2. SWITCH 4 PUERTOS POE;104;04 - CONTROL DE ACCESO;0601 - ACCESORIOS                              ;0010 - DAHUA                                   ;
DH-PFS4218-16GT-240;0.00;CONMUTADOR ADMINISTRABLE 16 CH GIGABIT, SOPORTA PROTOCOLO SNMP, CONFIGURACIÓN DE CLI, SSH2.0, 240W;104;05 - TRANSMISION;0504 - TRANSMISION                             ;0010 - DAHUA                                   ;
DS-1H18S/E;0.00;BALUN PASIVO 8MP HASTA 150M HDTVI/HDCVI/AHD;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0002 - HIKVISION                               ;
ENCABHIM4;2.00;CABLE DC DIVISOR: 1 ENTRADA TIPO HEMBRA A 4 SALIDAS TIPO MACHO - LONGITUD 50CM;104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
EST-100RO;0.00;LUZ ESTROBOSCOPICA COLOR ROJO TECNOLOGÍA LED SMD DE BAJO CONSUMO ILUMINACIÓN ULTRABRILLANTE CON 24 LED ALIMENTACIÓN DE 12 VCC O 24 VCC ( HASTA 150 DESTELLOS POR MINUTO);104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
G1005;0.00;SWITCH DE ESCRITORIO 5 PUERTOS 10/100/1000 MBPS PLASTICO  PROTECCION 6KV;104;05 - TRANSMISION;0504 - TRANSMISION                             ;0001 - GENERICO                                ;
G5328P-24-410W;1.00;SWITCH POE CAPA 3 24P GIGABIT + 4P GIGABIT SFP_x000D_ UPLINK IEEE 802.3 AF/AT SALIDA TOTAL MAX 370W;104;05 - TRANSMISION;0504 - TRANSMISION                             ;0001 - GENERICO                                ;
GC2042;0.00;GABINETE DE PARED COMPACTO FORMATO 48,3 CM M.E. 28,4X52,5X51 CM 5 RU TOMA DOBLE COLOR NEGRO QUES;104;05 - TRANSMISION;0503 - RACKS                                   ;0026 - QUEST                                   ;
HDVBP;1.00;VIDEO BALUN PASIVO PARA HD;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
HDVBPDC-A;1.00;VIDEO BALUN PARA AHD CON CORRIENTE Y AUDIO.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
IDTHICKCARD;13.00;TARJETA DE PROXIMIDAD GRUESA PARA CONTROL DE_x000D_ACCESO CON CODIGO IMPRESO (RFID);104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0009 - ZK TECO                                 ;
LMB280Z;0.00;SOPORTE EN Z PARA ELECTROIMAN LM2802;104;04 - CONTROL DE ACCESO;0405 - MECANISMOS DE ACCIONAMIENTO             ;0009 - ZK TECO                                 ;
LPICF3100051;2.00;CONVERTIDOR DE MEDIOS DUAL GIGABIT MULTIMODO_x000D_ 10/100/1000M SOPORTA 500M DE TRANSMISIÓN 5VDC_x000D_ PUERTO SC;104;05 - TRANSMISION;0502 - FIBRA                                   ;0023 - LANPRO                                  ;
LPICF3100201;7.00;CONVERTIDORES DE MEDIO 10/100/1000MBPS FIBRA_x000D_ DUAL CONECTOR SC MONOMODO SOPORTA HASTA 20KM;104;05 - TRANSMISION;0502 - FIBRA                                   ;0023 - LANPRO                                  ;
LPUA00000;17.00;PANEL ADAPTADOR TIPO TAPA CIEGA UNIFIBER™ PARA ODF METALICOS SIN MÓDULOS SIN ORIFICIOS;104;05 - TRANSMISION;0502 - FIBRA                                   ;0023 - LANPRO                                  ;
NMNET-7550;0.00;MULTITOMA MULTINET 6TN DE 6 SALIDAS HASTA 1800W PROTECCION Y SUPRESION DE PICOS MAX 90J COLOR NEGRO;104;06 - ACCESORIOS;0602 - FERRETERIA                              ;0001 - GENERICO                                ;
PB45;0.00;BOTON DE PANICO CON LLAVE 5X5X3 CM;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0001 - GENERICO                                ;
PBOX;1.00;CAJA PLASTICA PARA USO ZX8SP, ZX8, RPT1 Y PGM4;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
PFA102;2.00;ADAPTADOR DE ALUMINIO PARA MONTAJE DE PTZ MINI, COMPATIBLE CON LA SERIE SD42.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFA110;0.00;ACOPLE DE ALUMINIO PARA MONTAJE DE PTZ, COMPATIBLE CON LAS SERIES SD59, SD50 Y SD40.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFA114;4.00;ACOPLE DE ALUMINIO PARA MONTAJE DE PTZ, COMPATIBLE CON LA SERIE SD6C.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFA120;23.00;CAJA DE CONEXIONES A PRUEBA DE AGUA, COMPATIBLE LA SERIE IP DE CAMAMARAS PFW.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFA130-E;0.00;BASE PARA CAMARAS FIJAS IP66, MATERIAL ALUMINIO, PUEDE REEMPLAZAR CAJA INTEMPERIE.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFA135;71.00;CAJA DE CONEXIONES A PRUEBA DE AGUA, COMPATIBLE LA SERIE DE CAMAMARAS: HFW10, HFW9, HFW5, HFW4, HDW4 Y T1A.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFA137;5.00;CAJA DE CONEXIONES A PRUEBA DE AGUA.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFA140;1.00;CAJA DE ALIMENTACIÓN A PRUEBA DE AGUA.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFA151;10.00;SOPORTE DE MONTAJE EN ESQUINA;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFB300C;8.00;BRAZO DE MONTAJE EN TECHO, COMPATIBLE CON LOS ACOPLES: PFA111 Y PFA110, CON LOS EXTENSORES: PFA112 Y PFA113 Y CON LOS ADAPTADORES: PFA100, PFA101, PFA102 Y PFA103;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFB303W;1.00;BRAZO DE ALUMINNIO PARA MONTAJE EN PARED, COMPATIBLE CON LOS ACOPLES: PFA111 Y PFA114.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFT1200;0.00;INYECTOR / EXTENSOR  POE;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PROR400;0.00;RECEPTOR CON 2 RELEVADORES Y CONTROL REMOTO HASTA 50 METROS;104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
PS412;0.00;BATERIA 12 V 4 AMP;104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
PS712;0.00;BATERIA 12 V 7 AMP;104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
RG-174;7.00;CABLE COAXIAL PARA ENVÍO DE SEÑALES DE DATOS EN REDES GPS Y WAN / LAN.;104;01 - DETECCION ROBO;0102 - COMUNICADORES                           ;0001 - GENERICO                                ;
SB85;17.00;SOPORTE GIRATORIO DE ALTA RESISTENCIA TIPO EXTERIORES PARA DETECTORES DE MOVIMIENTO;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
SG105;0.00;SWITCH DE ESCRITORIO 5 PUERTOS 10/100/1000 MBPS PLASTICO PROTECCION 6KV;104;02 - CCTV;0209 - SERVIDORES Y MONITOREO                  ;0017 - TENDA                                   ;
ST2000VX003;0.00;"DISCO DURO 2TB,3.5"",SEAGATE,OPTIMIZADO PARA VIGILANCIA INDUSTRIA Y PRECISIÓN PARA TRABAJO 24X7";104;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
ST6000VX0003 ;3.00;"DISCO DURO 6TB,3.5"",SEAGATE,OPTIMIZADO PARA VIGILANCIA INDUSTRIA Y PRECISIÓN PARA TRABAJO 24X7";104;02 - CCTV;0210 - STORAGE                                 ;0010 - DAHUA                                   ;
TRANS12V1000G;2.00;TRANSFORMADOR 12V 1 AMP PARA VIDEO POTEROS DAHUA.;104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
TRANS24V2.5AMP;5.00;TRANSFORMADOR 24 VOLTIOS 5 AMPERIOS;104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
WD22PURZ;0.00;"DISCO DURO 2TB CACHE 256MB 3.5"" SATA";104;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
WD30PURZ;0.00;DISCO DURO 3TB INTELLIPOWER 3.5 SATA WD;104;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
WD42PURZ;0.00;"DISCO DURO 4TB CACHE 256MB 3.5"" SATA";104;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
WD82PURZ;0.00;DISCO DURO 8TB 3.5 7200RPM SATA WD 6GB/S 256MB CACHE;104;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
WD84PURZ;0.00;DISCO DURO 8TB 3.5 5640RPM SATA WD 6GB/S 128MB_x000D_ CACHE;104;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
WK5311;52.00;SPEAKER BLUETOOTH BATERIA 3.7V 3000MAH POTENCIA DE SALIDA 3W TAMAÑO 4.4 X 4.2 X 4.4CM;104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
AL500;0.00;ELECTROIMAN DC12/24V ENTRADA FUERZA DE RETENCION: 500 KG PESO: 4.48 KG LED INDICADOR;104;04 - CONTROL DE ACCESO;0405 - MECANISMOS DE ACCIONAMIENTO             ;0009 - ZK TECO                                 ;
ARA10-SW-IMOU;0.00;SIRENA ESTROBOSTOPICA INALAMBRICA INTENSIDAD_x000D_ HASTA 85DB@1M TRANSMISION HASTA 250M;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0010 - DAHUA                                   ;
ARA23-SW-IMOU;1.00;CONTROL REMOTO INALAMBRICO 4 BOTONES_x000D_ TRANSMISION HASTA 80M;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0010 - DAHUA                                   ;
ARC2000E-SW-IMOU;0.00;PANEL DE ALARMA INALAMBRICO HASTA 32_x000D_ DISPOSITIVOS CONEXIÓN RJ45 BATERIA SALIDA SIRENA HASTA 65DB;104;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0010 - DAHUA                                   ;
ARD1231-SW-IMOU;0.00;DETECTOR DE MOVIMIENTO PIR INALAMBRICO_x000D_ COBERTURA HASTA 12MX90° TRANSMISION HASTA 200M;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0010 - DAHUA                                   ;
C2-260;0.00;CONTROLADORA COMPACTA DE ACCESO DE 2 PUERTAS EXPANDIBLE HASTA 10 CON EXTENDOR DM10, PUERTO DE LECTORES RS485 PROPIETARIO(SOLO CON LECTORES RS485 ZK). LECTURA DE HASTA 0.000 TARJETAS,  200.000REGISTROS.;104;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
DH-ARD811;5.00;BOTON DE PANICO O EMERGENCIA CON ANCLAMIENTO Y LLAVE DE SEGURIDAD, NO/NC OPCIONAL;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0010 - DAHUA                                   ;
DH-ASF900;0.00;PULSADOR DE SALIDA, CONTACTO NC / NO;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0010 - DAHUA                                   ;
DHI-ARA10-W;48.00;SIRENA INALÁMBRICA, COMUNICACIÓN BIDIRECCIONAL, ALCANCE DE HASTA 700M, SONIDO ES DE 85DB (1M).;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0010 - DAHUA                                   ;
DHI-ARA22-W;69.00;CONTROL REMOTO 4 LLAVES, ARMAR/ARMADO ESTANCIA/DESARMAR/ SOS,  ALCANCE DE 80M;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0010 - DAHUA                                   ;
DHI-ASC1202C-D;1.00;CONTROLADOR DE ACCESO BIDIRECCIONAL DE 2 PUERTAS, 8 ENTRADAS , 4SALIDA, 4LECTORAS, GABINETE METALICO;104;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0010 - DAHUA                                   ;
DHI-ASI1212D;0.00;CONTROLADORA, IP65, SOPORTA TARJETA, HUELLA, CONTRASEÑA Y COMBINACIÓN, PROTOCOLO TCP/IP, P2P, IP65;104;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0010 - DAHUA                                   ;
DHI-ASI8214Y;1.00;CONTROL DE ACCESO AI CON RECONOCIMIENTO FACIAL,PANTALLA TÁCTIL LCD 10.1 PULGADAS, 2MP,CMOS, WDR;104;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0010 - DAHUA                                   ;
DHI-ASM100;1.00;EMISOR DE TARJETAS, FUENTE DE ALAMIENTACION POR PUERTO USB, FRECUENCIA DE LECTURA 13.56MHZ;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0010 - DAHUA                                   ;
DHI-DEE1010B;1.00;MODULO EXTENSOR PARA CONTROL DE ACCESO,ALMACENA MAXIMO 5000 TARJETAS,SALIDA NC/NO, BOTON DE APERTURA;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0010 - DAHUA                                   ;
DM10;0.00;EXPANSOR DE PUERTA PARA CONTROLADOR C2-260, SOPORTA 2 WIEGAND(1 PUERTA LECTOR-LECTOR Ó 1 PUERTA LECTOR BOTÓN), 1 AUX IN, 1 AUX OUT, 12V IN Y OUT Y RS485 PARA CASCADA.;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0009 - ZK TECO                                 ;
DS-K1F820-F;1.00;ESTACION SCANNER HUELLA USB;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0002 - HIKVISION                               ;
DS-KD9203-E6;0.00;FRENTE DE CALLE PARA EDIFICIO, 2 MP, 120° 5000 ROSTROS, 50000 TARJETAS, CONFIGURACIÓN VIA WEB REMOTA;104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0002 - HIKVISION                               ;
DS-KH6320-WTE1;1.00;PANTALLA  7IN TACTIL INTERIOR ETHERNET WIFI;104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0002 - HIKVISION                               ;
IC-S50;0.00;TARJETA DE PROXIMIDA PARA CONTROL DE ACCESO, MIFARE S50 - 13.56 MHZ, ALCANCE : ~ 10 CM.;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0002 - HIKVISION                               ;
INBIO260PRO;0.00;CONTROL ACCESO 2 PUERTAS 20000 HUELLAS 60000_x000D_ TARJETAS WEIGAND 26 BITS TCP/IP 9.6 - 14.4 VCD;104;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
INBIO460PROBOX;0.00;CONTROL ACCESO 4 PUERTAS 20000 HUELLAS 60000_x000D_ TARJETAS WEIGAND 26 BITS TCP/IP 9.6 - 14.4_x000D_VCD+GABINETE;104;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
KF160-M;2.00;STANDALONE DE TIEMPO Y ASISTENCIA CAPACIDAD 1500 ROSTROS, 2000 TARJETAS MIFARE 100000 EVENTOS TCP/IP;104;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
KF160-R;3.00;RFID T&A 1500 ROSTRO 2000 RFID;104;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
LH-928BC;5.00;SENSOR PIR TRIPLE TECNOLOGIA, ANTIMASCOTA MAX20KG, N.C./N.O. OPTIONAL, DC9-16V, PLASTICO.;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0010 - DAHUA                                   ;
LM2802;0.00;ELECTROIMAN FUERZA DE RETENCION 280KG_x000D_ DIMENSIONES: CERRADURA 250*47*25.5MM PLACA_x000D_ 180*38*11MM;104;04 - CONTROL DE ACCESO;0404 - LECTORAS                                ;0009 - ZK TECO                                 ;
LPUALCD16UPC;10.00;PANEL ADAPTADOR UNIFIBER™ PARA ODF METALICO_x000D_ CON 8 PIEZAS DE ADAPTADORES LC MONOMODO_x000D_ DUPLEX;104;05 - TRANSMISION;0502 - FIBRA                                   ;0023 - LANPRO                                  ;
LY-PSSC;0.00;PULSADOR DE SALIDA SIN CONTACTO;104;04 - CONTROL DE ACCESO;0405 - MECANISMOS DE ACCIONAMIENTO             ;0004 - LYNX                                    ;
PROID20BE-RS485;4.00;LECTOR DE TARJETAS RFID 125KHZ PARA EQUIPOS ZKTECO, CONEXIÓN RS485.;104;04 - CONTROL DE ACCESO;0404 - LECTORAS                                ;0009 - ZK TECO                                 ;
PROID30BE;5.00;LECTOR DE TARJETAS EM 125KHZ IP65 COLOR NEGRO SALIDA WIEGAND DE 26 O 34 BITS CON TECLADO LED;104;04 - CONTROL DE ACCESO;0404 - LECTORAS                                ;0009 - ZK TECO                                 ;
PROID30BE-RS;2.00;LECTOR DE TARJETAS EM 125KHZ IP65 COLOR NEGRO RFID 125KHZRS485;104;04 - CONTROL DE ACCESO;0404 - LECTORAS                                ;0009 - ZK TECO                                 ;
UHF-WATERPROOF;0.00;TAG FRECUENCIA DE 860 A 960 MHZ TAMAÑO: 99 * 12 MM, ESPECIAL PARA COLOCAR EN PARABRISAS DEL VEHÍCULO, SOPORTE IMPERMEABLE Y ANTIDESGARRO. SOLUCIONES ACCESO VEHICULAR.;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0009 - ZK TECO                                 ;
